,wl,pure,salty,cdom,bbw,Kd
265,830.0,3.030335,2.983452815,2.99108790921886,0.0001,3.0306480365
266,832.0,3.1158550000000003,3.0705828850000003,3.0780294680709246,0.0001,3.1161680365000004
267,834.0,3.2065550000000003,3.1682657350000003,3.175528461279815,0.0001,3.2068680365000004
268,836.0,3.3017450000000004,3.2729234450000004,3.2800068539290526,0.0001,3.3020580365000005
269,838.0,3.45975,3.439455915,3.4463644339394546,0.0001,3.4600630365000002
270,840.0,3.618275,3.6048966,3.6116345469990856,0.0001,3.6185880365000003
271,842.0,3.7510149999999998,3.7424703449999996,3.7490419314949293,0.0001,3.7513280365
272,844.0,3.88398,3.87838861,3.8847979434462565,0.0001,3.8842930365000004
273,846.0,4.037795,4.03381368,4.040064766439628,0.0001,4.0381080365
274,848.0,4.210979999999999,4.208137999999999,4.2142347465655146,0.0001,4.211293036499999
275,850.0,4.35206,4.3486125,4.354558717356472,0.0001,4.3523730364999995
276,852.0,4.45766,4.454076629999999,4.459876034726841,0.0001,4.457973036499999
277,854.0,4.562745,4.55868997,4.564346186913952,0.0001,4.563058036499999
278,856.0,4.68369,4.678155940000001,4.683672504420762,0.0001,4.6840030365
279,858.0,4.819065,4.81218624,4.81756659995991,0.0001,4.8193780365
280,860.0,4.93251,4.92929,4.934537518399181,0.0001,4.932823036499999
281,862.0,5.022200000000001,5.012262275,5.017380231708273,0.0001,5.0225130365
282,864.0,5.111689999999999,5.098997249999999,5.103988843906909,0.0001,5.112003036499999
283,866.0,5.2011449999999995,5.185227139999999,5.190095491014229,0.0001,5.201458036499999
284,868.0,5.289985,5.2706405,5.275388650999411,0.0001,5.290298036499999
285,870.0,5.37952,5.3564802700000005,5.361111188733534,0.0001,5.3798330365
286,872.0,5.47654,5.44926772,5.453784300942613,0.0001,5.4768530365
287,874.0,5.58174,5.550033745,5.554438811161809,0.0001,5.5820530365
288,876.0,5.68129,5.644746779999999,5.649043084690752,0.0001,5.681603036499999
289,878.0,5.7754,5.73388552,5.738075748549985,0.0001,5.7757130365
290,880.0,5.8588249999999995,5.812137764999999,5.8162245364384635,0.0001,5.859138036499999
291,882.0,5.9327700000000005,5.881111505000001,5.885097373692129,0.0001,5.9330830365
292,884.0,6.00642,5.9499245400000005,5.953811997243476,0.0001,6.0067330365
293,886.0,6.095574999999999,6.034511234999999,6.038302710582148,0.0001,6.095888036499999
294,888.0,6.201225,6.135592965,6.139290828716483,0.0001,6.2015380365
295,890.0,6.29716,6.2268924949999995,6.230499058136015,0.0001,6.2974730365
296,892.0,6.38408,6.309445685,6.312963201774912,0.0001,6.3843930365
297,894.0,6.470210000000001,6.39174616,6.395176828976298,0.0001,6.4705230365
298,896.0,6.57294,6.490780965,6.494126930457472,0.0001,6.5732530365
299,898.0,6.692464999999999,6.606946559999999,6.610209913275975,0.0001,6.692778036499999
300,900.0,6.81081,6.723073855,6.72625663579651,0.0001,6.8111230365
301,902.0,6.92349,6.8331332300000005,6.8362374276586495,0.0001,6.9238030365
302,904.0,7.03509,6.942918515000001,6.945946069745377,0.0001,7.0354030365
303,906.0,7.14551,7.050852185,7.053804989152374,0.0001,7.1458230364999995
304,908.0,7.49935,7.4026760099999995,7.405555909158088,0.0001,7.499663036499999
305,910.0,7.8516200000000005,7.752728340000001,7.755537134194526,0.0001,7.8519330365
306,912.0,8.506865000000001,8.405084125000002,8.40782356981877,0.0001,8.507178036500001
307,914.0,9.160435,9.055832075,9.0585038826852,0.0001,9.1607480365
308,916.0,9.855820000000001,9.747992140000001,9.750597980518409,0.0001,9.856133036500001
309,918.0,10.54639,10.434867225000001,10.43740872708677,0.0001,10.5467030365
310,920.0,11.23321,11.11725381,11.119732562176665,0.0001,11.2335230365
311,922.0,12.43487,12.313875875,12.316293426567364,0.0001,12.4351830365
312,924.0,13.60612,13.47914749,13.481505352006492,0.0001,13.6064330365
313,926.0,15.20516,15.071738985,15.074038631186125,0.0001,15.205473036499999
314,928.0,17.207925,17.068324245,17.070567112719484,0.0001,17.2082380365
315,930.0,19.06293,18.929031830000003,18.931219321118185,0.0001,19.0632430365
316,932.0,20.7672,20.611308179999998,20.613441661770036,0.0001,20.7675130365
317,934.0,22.482300000000002,22.319797310000002,22.321878115917453,0.0001,22.482613036500002
318,936.0,24.348995,24.189405044999997,24.191434475636292,0.0001,24.3493080365
319,938.0,26.378104999999998,26.203844269999998,26.20582359381535,0.0001,26.378418036499998
320,940.0,28.41017,28.23442632,28.23635677413623,0.0001,28.4104830365
321,942.0,30.867115,30.67450314,30.676385931053776,0.0001,30.867428036499998
322,944.0,33.319134999999996,33.108189964999994,33.11002626977702,0.0001,33.3194480365
323,946.0,34.593075,34.35500528,34.35679624625054,0.0001,34.5933880365
324,948.0,35.843410000000006,35.563562880000006,35.565309627136266,0.0001,35.84372303650001
325,950.0,37.074055,36.729718595,36.731422214795806,0.0001,37.074368036500005
326,952.0,38.418355,37.997807144999996,37.99946870227317,0.0001,38.4186680365
327,954.0,39.88909,39.417240930000006,39.418861463277935,0.0001,39.889403036500006
328,956.0,41.08021,40.593692185,40.59527270716874,0.0001,41.080523036500004
329,958.0,42.01041,41.576627035,41.57816853393735,0.0001,42.0107230365
330,960.0,42.63913,42.31083245,42.31233588919298,0.0001,42.639443036500005
331,962.0,42.9644,42.738657454999995,42.74012377414704,0.0001,42.9647130365
332,964.0,43.316235,43.202572079999996,43.20400219559831,0.0001,43.3165480365
333,966.0,43.68578,43.654158585000005,43.65555339091838,0.0001,43.686093036500004
334,968.0,43.882655,43.914759345,43.916119713037546,0.0001,43.8829680365
335,970.0,44.076575,44.157752529999996,44.159079310431025,0.0001,44.0768880365
336,972.0,44.091615,44.205747795,44.20704181710547,0.0001,44.0919280365
337,974.0,43.938595,44.074693585,44.075955657585844,0.0001,43.9389080365
338,976.0,43.711580000000005,43.86598141500001,43.86721232690268,0.0001,43.71189303650001
339,978.0,43.410565,43.563488119999995,43.564688640579504,0.0001,43.4108780365
340,980.0,43.115455,43.277889859999995,43.27906073962079,0.0001,43.1157680365
341,982.0,42.598715,42.75967223,42.76081420049995,0.0001,42.5990280365
342,984.0,42.07902,42.22531111,42.22642488514784,0.0001,42.0793330365
343,986.0,41.801005,41.942149150000006,41.94323542594147,0.0001,41.80131803650001
344,988.0,41.51217,41.620333894999995,41.621393350692905,0.0001,41.5124830365
345,990.0,41.224315,41.318548754999995,41.319582052638644,0.0001,41.2246280365
346,992.0,40.68405,40.740176735,40.741184520429044,0.0001,40.6843630365
347,994.0,39.902195,39.934135265,39.93511816811815,0.0001,39.9025080365
348,996.0,39.179610000000004,39.175641770000006,39.1766004051537,0.0001,39.17992303650001
349,998.0,38.51434,38.47080035,38.471735316367415,0.0001,38.5146530365
350,1000.0,37.783139999999996,37.713216859999996,37.71412874196555,0.0001,37.7834530365
351,1002.0,36.910849999999996,36.79769276,36.7985821275196,0.0001,36.9111630365
352,1004.0,36.027735,35.865779745,35.8666471539573,0.0001,36.0280480365
353,1006.0,35.135754999999996,34.948037049999996,34.94888304255384,0.0001,35.1360680365
354,1008.0,34.242799999999995,34.02596453499999,34.02678963992326,0.0001,34.2431130365
355,1010.0,33.430710000000005,33.189323890000004,33.19012862301013,0.0001,33.43102303650001
356,1012.0,32.708349999999996,32.436228605,32.43701346908131,0.0001,32.7086630365
357,1014.0,31.98009,31.688595545000002,31.6893610307181,0.0001,31.9804030365
358,1016.0,31.24493,30.9354089,30.936155485808374,0.0001,31.2452430365
359,1018.0,30.508795,30.175957075,30.17668522753909,0.0001,30.5091080365
360,1020.0,29.76381,29.418556629999998,29.41926680438884,0.0001,29.7641230365
361,1022.0,28.892339999999997,28.537846104999996,28.538538745120704,0.0001,28.892653036499997
362,1024.0,27.885540000000002,27.518786655000003,27.519462193775198,0.0001,27.885853036500002
363,1026.0,26.87974,26.502635335,26.503294194663408,0.0001,26.8800530365
364,1028.0,25.870975,25.490622825000003,25.49126541736036,0.0001,25.8712880365
365,1030.0,24.858275,24.475783555,24.47641028169845,0.0001,24.8585880365
366,1032.0,24.054755,23.671397445,23.67200869776113,0.0001,24.0550680365
367,1034.0,23.244345,22.86465772,22.865253880876686,0.0001,23.2446580365
368,1036.0,22.43689,22.061944625,22.062526066612193,0.0001,22.437203036499998
369,1038.0,21.6255,21.254872329999998,21.255439415767636,0.0001,21.6258130365
370,1040.0,20.814105,20.45152866,20.452081744370147,0.0001,20.8144180365
371,1042.0,20.115885000000002,19.76006891,19.760608338668394,0.0001,20.116198036500002
372,1044.0,19.408800000000003,19.063844200000002,19.064370310127117,0.0001,19.409113036500003
373,1046.0,18.712545000000002,18.377253120000002,18.377766240421796,0.0001,18.712858036500002
374,1048.0,18.00842,17.686959175000002,17.687459626433444,0.0001,18.0087330365
375,1050.0,17.30429,16.997890725,16.998378820243524,0.0001,17.3046030365
376,1052.0,16.944795,16.647631665,16.64810770912902,0.0001,16.9451080365
377,1054.0,16.579405,16.31228017,16.3127444605576,0.0001,16.5797180365
378,1056.0,16.21696,15.943241800000001,15.943694627182888,0.0001,16.2172730365
379,1058.0,15.859435,15.60183591,15.602277556839905,0.0001,15.8597480365
380,1060.0,15.611895,15.371148095,15.371578837540577,0.0001,15.6122080365
381,1062.0,15.47335,15.25018832,15.250608427469356,0.0001,15.4736630365
382,1064.0,15.338745,15.119981245,15.12039097997898,0.0001,15.339058036499999
383,1066.0,15.207089999999999,14.996387689999999,14.996787308586303,0.0001,15.207403036499999
384,1068.0,15.073465,14.869359175000001,14.869748926968255,0.0001,15.0737780365
385,1070.0,15.071010000000001,14.881560005,14.88194013395787,0.0001,15.0713230365
386,1072.0,15.196765,15.00292219,15.00329293354046,0.0001,15.197078036499999
387,1074.0,15.322524999999999,15.13015072,15.13051230984983,0.0001,15.322838036499999
388,1076.0,15.447305,15.25639946,15.25675212216463,0.0001,15.4476180365
389,1078.0,15.577985,15.38048931,15.380833264904759,0.0001,15.5782980365
390,1080.0,15.81686,15.6274274,15.627762862627902,0.0001,15.8171730365
391,1082.0,16.168850000000003,15.977223810000003,15.977550990026112,0.0001,16.169163036500002
392,1084.0,16.52281,16.329723225,16.33004232692248,0.0001,16.5231230365
393,1086.0,16.875785,16.679772715000002,16.680083938267945,0.0001,16.8760980365
394,1088.0,17.224825000000003,17.019293765000004,17.019597304138085,0.0001,17.225138036500002
395,1090.0,17.617234999999997,17.410976989999998,17.411273034730055,0.0001,17.617548036499997
396,1092.0,18.053995,17.83748619,17.83777492535963,0.0001,18.0543080365
397,1094.0,18.4878,18.265436635,18.2657182414582,0.0001,18.4881130365
398,1096.0,18.918654999999998,18.686774189999998,18.68704884356997,0.0001,18.918968036499997
399,1098.0,19.35148,19.12107171,19.121339582349165,0.0001,19.3517930365
400,1100.0,19.907465,19.675598925,19.6758601835573,0.0001,19.907778036499998
401,1102.0,20.5994,20.358750009999998,20.359004818060537,0.0001,20.5997130365
402,1104.0,21.286414999999998,21.04797106,21.048219576827105,0.0001,21.286728036499998
403,1106.0,21.98032,21.74115184,21.741394220924786,0.0001,21.9806330365
404,1108.0,22.667334999999998,22.42084911,22.421085506518427,0.0001,22.667648036499997
405,1110.0,23.636015,23.38880545,23.389036009867592,0.0001,23.6363280365
406,1112.0,24.89226,24.64432714,24.64455200732418,0.0001,24.8925730365
407,1114.0,26.140635,25.900038209999998,25.90025752533016,0.0001,26.1409480365
408,1116.0,27.387045,27.144260185,27.144474085415368,0.0001,27.3873580365
409,1118.0,28.63247,28.375042515,28.375251134195295,0.0001,28.6327830365
410,1120.0,30.453715,30.180179815,30.18038328336901,0.0001,30.4540280365
411,1122.0,32.8557,32.575581805,32.57578024971708,0.0001,32.8560130365
412,1124.0,35.24588,34.925477435,34.925670980099554,0.0001,35.2461930365
413,1126.0,37.62228,37.263058795000006,37.26324756145403,0.0001,37.62259303650001
414,1128.0,39.979,39.555318,39.555502105793664,0.0001,39.9793130365
415,1130.0,42.317025,41.813149425,41.81332898520542,0.0001,42.317338036500004
416,1132.0,46.680085,46.062302205,46.06247733184816,0.0001,46.6803980365
417,1134.0,51.01461,50.272236025,50.27240682795087,0.0001,51.0149230365
418,1136.0,55.322565,54.403277155,54.403443740810985,0.0001,55.3228780365
419,1138.0,59.586240000000004,58.50579056,58.50595303279266,0.0001,59.58655303650001
420,1140.0,63.810555,62.5929995,62.59315796132511,0.0001,63.810868036500004
421,1142.0,70.03147,68.718752685,68.71890723390106,0.0001,70.0317830365
422,1144.0,76.23367999999999,74.93038629499999,74.9305370280751,0.0001,76.2339930365
423,1146.0,82.442785,81.202947835,81.20309484646222,0.0001,82.4430980365
424,1148.0,88.69617,87.60453246,87.60467584173628,0.0001,88.6964830365
425,1150.0,95.019415,94.159193925,94.15933376662859,0.0001,95.0197280365
426,1152.0,99.96684,99.362640565,99.36277695392648,0.0001,99.96715303650001
427,1154.0,103.523675,103.19814861,103.19828163147189,0.0001,103.5239880365
428,1156.0,107.186785,107.133338215,107.13346795216005,0.0001,107.1870980365
429,1158.0,110.91287,111.082232795,111.08235932893815,0.0001,110.9131830365
430,1160.0,113.35628,113.68953579,113.68965919980408,0.0001,113.3565930365
431,1162.0,114.48454000000001,114.94005030000001,114.94017066280517,0.0001,114.48485303650001
432,1164.0,115.631495,116.18172482,116.18184221103692,0.0001,115.6318080365
433,1166.0,116.78730999999999,117.38946095499999,117.38957544764187,0.0001,116.7876230365
434,1168.0,117.929345,118.5594234,118.55953506580849,0.0001,117.9296580365
435,1170.0,118.90693,119.52726615,119.52737505876986,0.0001,118.9072430365
436,1172.0,119.70825,120.31499803000001,120.31510424980276,0.0001,119.70856303650001
437,1174.0,120.49677500000001,121.07619839000002,121.07630198722649,0.0001,120.49708803650002
438,1176.0,121.26267,121.804390235,121.80449127440184,0.0001,121.2629830365
439,1178.0,122.02266,122.51330694,122.51340548473013,0.0001,122.0229730365
440,1180.0,122.76887,123.19684401500001,123.19694012665207,0.0001,122.76918303650001
441,1182.0,123.12661,123.491789465,123.4918832036469,0.0001,123.1269230365
442,1184.0,123.47452,123.77617268,123.77626410423149,0.0001,123.4748330365
443,1186.0,123.814545,124.042780595,124.04286976195915,0.0001,123.8148580365
444,1188.0,124.14966,124.30032729999999,124.30041426541909,0.0001,124.1499730365
445,1190.0,124.483785,124.553953945,124.55403876323525,0.0001,124.4840980365
446,1192.0,124.85195999999999,124.859581005,124.85966372906555,0.0001,124.8522730365
447,1194.0,125.24632,125.207145515,125.2072261966011,0.0001,125.2466330365
448,1196.0,125.63969,125.558238595,125.55831728456528,0.0001,125.6400030365
449,1198.0,126.03110000000001,125.90151106500001,125.90158781171299,0.0001,126.03141303650001
450,1200.0,126.116785,125.92104823499999,125.92112308682988,0.0001,126.1170980365
451,1202.0,125.890855,125.643318585,125.64339158873163,0.0001,125.8911680365
452,1204.0,125.654095,125.35653004,125.35660124126306,0.0001,125.6544080365
453,1206.0,125.414385,125.05097909,125.05104853329762,0.0001,125.4146980365
454,1208.0,125.1668,124.73779786,124.7378655887365,0.0001,125.1671130365
455,1210.0,124.910365,124.417354475,124.41742053150803,0.0001,124.9106780365
456,1212.0,124.562305,123.99014523,123.99020965556703,0.0001,124.5626180365
457,1214.0,124.118685,123.475740845,123.47580367989413,0.0001,124.1189980365
458,1216.0,123.67113,122.95789048,122.95795176349506,0.0001,123.67144303650001
459,1218.0,123.21767,122.421680715,122.42174048540016,0.0001,123.2179830365
460,1220.0,122.74206,121.86087945499999,121.86093774966372,0.0001,122.7423730365
461,1222.0,122.236415,121.269189125,121.26924598036335,0.0001,122.2367280365
462,1224.0,121.726835,120.674052815,120.67410826659943,0.0001,121.7271480365
463,1226.0,121.21135,120.06763932,120.06769340249456,0.0001,121.2116630365
464,1228.0,120.69094000000001,119.47382378500001,119.47387653219302,0.0001,120.69125303650002
465,1230.0,120.16365,118.83570268,118.83575412486017,0.0001,120.16396303650001
466,1232.0,125.01209499999999,123.59639536499999,123.59644553968205,0.0001,125.01240803649999
467,1234.0,124.844635,123.338863425,123.33891236086474,0.0001,124.8449480365
468,1236.0,124.045275,122.460727,122.46077472763395,0.0001,124.0455880365
469,1238.0,122.90245,121.21775727,121.21780381923446,0.0001,122.9027630365
470,1240.0,121.89012,120.11706654999999,120.11711194992975,0.0001,121.8904330365
471,1242.0,120.681725,118.829896875,118.8299411540015,0.0001,120.6820380365
472,1244.0,119.29817,117.36689632,117.36693950574906,0.0001,119.2984830365
473,1246.0,117.97151,115.95572416499999,115.95576628448912,0.0001,117.9718230365
474,1248.0,116.3379,114.25225567000001,114.25229674955524,0.0001,116.33821303650001
475,1250.0,115.47215999999999,113.30334824999998,113.30338831529738,0.0001,115.47247303649999
476,1252.0,115.276655,113.041649465,113.04168854108168,0.0001,115.27696803650001
477,1254.0,114.84896,112.543792905,112.54383101628979,0.0001,114.84927303650001
478,1256.0,114.330805,111.96878688,111.96882405031867,0.0001,114.3311180365
479,1258.0,113.42349499999999,110.99424740999999,110.99428366258023,0.0001,113.42380803649999
480,1260.0,112.88123,110.394827515,110.39486287250085,0.0001,112.8815430365
481,1262.0,113.14089,110.591044695,110.59107917952103,0.0001,113.1412030365
482,1264.0,112.739035,110.124770655,110.12480428809519,0.0001,112.7393480365
483,1266.0,112.563335,109.89136807999999,109.8914008826911,0.0001,112.5636480365
484,1268.0,111.683605,108.960163545,108.96019553778977,0.0001,111.6839180365
485,1270.0,110.987895,108.204309895,108.20434109788498,0.0001,110.9882080365
486,1272.0,111.23254,108.3887508,108.38878123248301,0.0001,111.2328530365
487,1274.0,112.50013,109.60242585499999,109.60245553610231,0.0001,112.5004430365
488,1276.0,113.552685,110.59471698,110.5947459282733,0.0001,113.5529980365
489,1278.0,114.16622,111.14823289499999,111.14826112853788,0.0001,114.1665330365
490,1280.0,115.17729,112.11277722,112.11280475644935,0.0001,115.1776030365
491,1282.0,116.92908,113.809921965,113.809948821572,0.0001,116.9293930365
492,1284.0,118.77892,115.586496115,115.58652230848087,0.0001,118.7792330365
493,1286.0,119.78632999999999,116.52290011,116.52292565676152,0.0001,119.7866430365
494,1288.0,121.527665,118.19561096,118.19563587600973,0.0001,121.5279780365
495,1290.0,123.35703500000001,119.96563758500001,119.96566188583127,0.0001,123.35734803650001
496,1292.0,125.31886999999999,121.87191508999999,121.87193879084158,0.0001,125.3191830365
497,1294.0,127.85511,124.348446525,124.34846964066574,0.0001,127.8554230365
498,1296.0,130.29037499999998,126.69927689499998,126.6992994399379,0.0001,130.29068803649997
499,1298.0,133.09579499999998,129.43992225499997,129.4399442433014,0.0001,133.09610803649997
500,1300.0,135.97127999999998,132.24545061999999,132.2454720654083,0.0001,135.97159303649997
501,1302.0,140.05778,136.26916625500002,136.2691871709193,0.0001,140.0580930365
502,1304.0,144.30805999999998,140.43792589999998,140.43794629950338,0.0001,144.30837303649997
503,1306.0,148.853035,144.927376865,144.9273967608379,0.0001,148.8533480365
504,1308.0,152.71917499999998,148.72483349499998,148.72485289960787,0.0001,152.71948803649997
505,1310.0,157.58682,153.522412485,153.5224314105064,0.0001,157.58713303649998
506,1312.0,163.014635,158.87512910499998,158.87514756323398,0.0001,163.0149480365
507,1314.0,168.576775,164.370705825,164.37072382749855,0.0001,168.5770880365
508,1316.0,174.30625,170.02045810500002,170.0204756630153,0.0001,174.3065630365
509,1318.0,179.109065,174.74332078499998,174.74333790950635,0.0001,179.10937803649998
510,1320.0,184.69766,180.26184151500001,180.2618582167008,0.0001,184.6979730365
511,1322.0,191.278775,186.78221751499999,186.7822338043343,0.0001,191.27908803649999
512,1324.0,198.65260999999998,194.06031026,194.06032614714923,0.0001,198.65292303649997
513,1326.0,206.019075,201.384327295,201.3843427898941,0.0001,206.01938803649998
514,1328.0,213.74442,209.0480409,209.0480560123238,0.0001,213.74473303649998
515,1330.0,221.63035,216.867564735,216.8675794741992,0.0001,221.63066303649998
516,1332.0,231.82963,226.983982235,226.9839966102871,0.0001,231.8299430365
517,1334.0,242.14221500000002,237.28072942000003,237.28074344036003,0.0001,242.1425280365
518,1336.0,252.98467,248.0585999,248.05861357419604,0.0001,252.98498303649998
519,1338.0,262.858,257.927966045,257.92797938157895,0.0001,262.8583130365
520,1340.0,273.013165,268.086548305,268.08656131229765,0.0001,273.01347803650003
521,1342.0,288.327085,283.42246003,283.42247271614633,0.0001,288.3273980365
522,1344.0,304.823305,299.9709281,299.97094047292427,0.0001,304.8236180365
523,1346.0,320.10663,315.31357082,315.31358288743564,0.0001,320.1069430365
524,1348.0,335.66744500000004,330.981937005,330.98194877448964,0.0001,335.66775803650006
525,1350.0,346.01944000000003,341.46099149,341.4610029688999,0.0001,346.01975303650005
526,1352.0,353.43468,349.016286895,349.01629809048484,0.0001,353.43499303650003
527,1354.0,360.829185,356.46679711,356.46680802906735,0.0001,360.8294980365
528,1356.0,368.16143999999997,363.97012930999995,363.9701399594746,0.0001,368.1617530365
529,1358.0,375.68212000000005,371.5068158600001,371.5068262465382,0.0001,375.6824330365001
530,1360.0,383.50234,379.391555035,379.3915651650936,0.0001,383.5026530365
531,1362.0,395.423725,391.33138486,391.33139473998074,0.0001,395.4240380365
532,1364.0,412.610675,408.44029144,408.4403010760431,0.0001,412.61098803650003
533,1366.0,430.294585,425.94437133499997,425.9443807331283,0.0001,430.2948980365
534,1368.0,448.72976,444.065544255,444.06555342108777,0.0001,448.7300730365
535,1370.0,468.113765,462.978764675,462.97877361477623,0.0001,468.1140780365
536,1372.0,494.77498,489.14344591,489.14345462905237,0.0001,494.77529303650005
537,1374.0,527.1442,520.809872455,520.8098809587782,0.0001,527.1445130364999
538,1376.0,563.5458799999999,556.34086421,556.3408725038191,0.0001,563.5461930364999
539,1378.0,604.7087300000001,596.26532195,596.2653300390441,0.0001,604.7090430365
540,1380.0,648.898835,639.02338571,639.0233935993248,0.0001,648.8991480364999
541,1382.0,705.611085,693.89167688,693.8916845745367,0.0001,705.6113980365
542,1384.0,763.48802,749.492584945,749.492592449558,0.0001,763.4883330365
543,1386.0,830.960135,814.4345748300001,814.4345821492698,0.0001,830.9604480365
544,1388.0,905.14363,885.69840959,885.6984167285563,0.0001,905.1439430365
545,1390.0,979.038145,956.073233205,956.0732401673047,0.0001,979.0384580365
546,1392.0,1148.341975,1122.113210235,1122.1132170254048,0.0001,1148.3422880365001
547,1394.0,1275.40888,1246.238607435,1246.2386140577491,0.0001,1275.4091930365
548,1396.0,1390.447505,1358.52710698,1358.527113439233,0.0001,1390.4478180365002
549,1398.0,1529.95719,1496.253738155,1496.2537444547538,0.0001,1529.9575030365002
550,1400.0,1661.4132200000001,1626.66208918,1626.6620953242125,0.0001,1661.4135330365002
551,1402.0,1796.34032,1761.55895387,1761.5589598625113,0.0001,1796.3406330365
552,1404.0,1918.02668,1884.09148598,1884.0914918245555,0.0001,1918.0269930365
553,1406.0,2023.8435049999998,1991.3689687099998,1991.3689744102528,0.0001,2023.8438180365
554,1408.0,2134.460925,2104.504785395,2104.5047909545133,0.0001,2134.4612380364997
555,1410.0,2243.139175,2215.95326541,2215.953270832248,0.0001,2243.1394880364996
556,1412.0,2337.3076800000003,2313.2747960550005,2313.274801343373,0.0001,2337.3079930365
557,1414.0,2423.4778250000004,2402.3461050550004,2402.3461102128026,0.0001,2423.4781380365002
558,1416.0,2503.272475,2484.9411610200004,2484.941166050456,0.0001,2503.2727880365
559,1418.0,2576.0286250000004,2560.215629095,2560.2156340012534,0.0001,2576.0289380365
560,1420.0,2638.57309,2624.956032665,2624.956037450117,0.0001,2638.5734030364997
